Fold1,Mean±Std
59.72,59.72±nan
72.92,72.92±nan
81.25,81.25±nan
98.61,98.61±nan
99.31,99.31±nan
93.75,93.75±nan
96.53,96.53±nan
100.00,100.00±nan
93.75,93.75±nan
84.72,84.72±nan
88.06,88.06±12.68
